sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
苗栗,苗栗縣,27,,良好,1.4,0.21,44.5,29.9,16,8,7.1,8.7,1.6,3.5,5,"2024-10-08 12:00",,0.1,5.2,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,1,0.2,47.4,34.8,5,5,7,9.4,2.3,3.3,38,"2024-10-08 12:00",,0.2,5.2,9,1,120.89869286,24.69690679,25
新竹,新竹市,34,,良好,1.6,0.22,47.5,37.9,3,0,7.6,9,1.4,4.6,30,"2024-10-08 12:00",,0.2,0.6,4,1,120.97236752,24.8056356,24
竹東,新竹縣,31,,良好,0.1,0.14,46.2,33.6,1,1,3.1,4.3,1.2,4.5,29,"2024-10-08 12:00",,0.1,0.8,2,0,121.08895493,24.74091408,23
湖口,新竹縣,38,,良好,0.2,0.16,48.7,41.7,13,2,4.7,6,1.2,5.3,43,"2024-10-08 12:00",,0.1,3.5,7,0,121.03886894,24.90009696,22
龍潭,桃園市,31,,良好,1,0.22,42.5,33.4,9,2,8.5,10.9,2.3,4.6,58,"2024-10-08 12:00",,0.1,2.7,7,0,121.21645772,24.86400048,21
平鎮,桃園市,26,,良好,0.3,0.24,41.2,28.8,10,4,13.4,16.1,2.6,3.3,51,"2024-10-08 12:00",,0.2,2.4,8,0,121.203986,24.952786,20
觀音,桃園市,44,,良好,1,0.14,49.6,47.3,12,8,4.4,5,0.5,6.2,69,"2024-10-08 12:00",,0.1,5.4,14,0,121.08283092,25.03556747,19
大園,桃園市,42,,良好,1.1,0.17,50.3,45.4,10,4,5.9,7.4,1.5,8.2,35,"2024-10-08 12:00",,0.1,4.9,13,0,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0.1,0.29,39.4,30.1,7,1,13.1,15,1.9,2.6,41,"2024-10-08 12:00",,0.3,0.5,3,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,1.1,0.83,15.1,17.1,27,17,34.9,69.4,34.5,-,-,"2024-10-08 12:00",,0.9,13.9,21,0,121.51342074,25.06331455,16
松山,臺北市,30,,良好,0.8,0.22,34.3,31.9,10,6,18,21,2.9,2.3,13,"2024-10-08 12:00",,0.2,4.5,7,0,121.578611,25.05,15
古亭,臺北市,35,,良好,0.5,0.26,30.9,29.8,15,8,21.7,27.8,6.1,1.1,57,"2024-10-08 12:00",,0.2,5.8,8,0,121.529556,25.020608,14
萬華,臺北市,28,,良好,1,0.27,37.4,30.9,8,8,15.3,17.7,2.3,1.7,85,"2024-10-08 12:00",,0.2,3,7,1,121.507972,25.046503,13
中山,臺北市,30,,良好,0.5,0.31,33.2,28.8,13,6,18.1,22.5,4.4,2.5,84,"2024-10-08 12:00",,0.3,6.7,9,0,121.526528,25.062361,12
士林,臺北市,26,,良好,,,,28.1,14,,,,,1.7,206,"2024-10-08 12:00",,0.2,0.5,7,0,121.51666356,25.10334003,11
淡水,新北市,41,,良好,1,0.15,50.1,44.4,15,2,2.8,4.9,2,3.3,20,"2024-10-08 12:00",,0.1,1.8,10,1,121.449239,25.1645,10
林口,新北市,33,,良好,0.2,0.18,42.9,36.4,4,1,11.1,13.9,2.7,4.3,40,"2024-10-08 12:00",,0.1,1.8,4,0,121.36548982,25.07798949,9
菜寮,新北市,26,,良好,0.5,0.36,35.7,28.4,7,3,15.9,19.2,3.3,2,97,"2024-10-08 12:00",,0.4,5,5,0,121.481028,25.06895,8
新莊,新北市,27,,良好,0.7,0.24,32.9,28.0,12,8,16,18.8,2.7,3,92,"2024-10-08 12:00",,0.2,7,11,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.2,0.31,41.2,32.2,4,2,13.4,16.3,2.9,1.2,74,"2024-10-08 12:00",,0.3,2.1,3,0,121.458667,25.012972,6
土城,新北市,29,,良好,1,0.29,41.6,31.8,6,0,10.9,12.9,2,1.1,158,"2024-10-08 12:00",,0.2,0,5,0,121.451861,24.982528,5
新店,新北市,24,,良好,0.4,0.23,45.4,26.3,15,7,8.9,10.9,1.9,0.8,341,"2024-10-08 12:00",,0.2,4.5,8,0,121.537778,24.977222,4
萬里,新北市,49,,良好,0.4,0.19,60.2,53.7,35,7,2.2,3.1,0.9,5.6,18,"2024-10-08 12:00",,0.1,6.4,34,0,121.689881,25.179667,3
汐止,新北市,37,,良好,0.6,0.21,39.8,40.1,20,5,13.2,15.1,1.9,1.3,19,"2024-10-08 12:00",,0.1,4.3,7,0,121.64081,25.06624,2
基隆,基隆市,43,,良好,,,,46.4,,,,,,,,"2024-10-08 12:00",,0.1,1.8,14,0,121.760056,25.129167,1
屏東(枋山),屏東縣,19,,良好,,0.12,35.9,21.3,19,0,0.6,0.8,0.2,2.5,257,"2024-10-08 11:00",,0.1,0.9,12,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,31,,良好,0.4,0.22,47.5,33.4,31,5,4.2,4.7,0.5,2.2,47,"2024-10-08 11:00",,0.1,3.4,18,0,121.82463916,24.85366672,312
新北(樹林),新北市,43,,良好,0.5,0.3,22,17.8,10,4,26.8,34.4,7.5,0.1,197,"2024-10-08 11:00",,0.2,1.1,10,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,38,,良好,0.8,0.13,36.4,22.5,18,11,1.9,2.5,0.6,1.3,186,"2024-10-08 11:00",,0.1,11.6,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,42,,良好,,,34.3,15.1,30,19,,,,1,156,"2024-10-08 11:00",,0.2,12.9,28,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,31,,良好,2.4,0.24,39.5,14.8,40,15,10.2,13,2.8,2.2,269,"2024-10-08 11:00",,0.2,9.6,26,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,33,,良好,1.6,0.26,,14.6,19,11,7.8,11.2,3.4,1.5,306,"2024-10-08 11:00",,0.2,10.1,16,2,120.56373,23.96117,201
大城,彰化縣,24,,良好,1.5,0.1,52,26.8,18,6,2.2,4,1.7,7.3,39,"2024-10-08 11:00",,0.1,4.7,15,1,120.26964167,23.85493056,85
富貴角,新北市,51,臭氧八小時,普通,,0.11,59.7,55.6,29,7,,,,11.3,32,"2024-10-08 11:00",,0.1,8.6,32,,121.53656894,25.29681695,84
麥寮,雲林縣,22,,良好,2.2,0.17,43.8,23.3,31,9,2.1,7.1,5,5.2,357,"2024-10-08 11:00",,0.1,6.9,15,1,120.251825,23.753506,83
關山,臺東縣,13,,良好,0.3,0.11,26,11.3,8,0,1.2,1.9,0.7,2.4,38,"2024-10-08 11:00",,0.1,1.2,13,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.6,0.15,,47.6,6,,2,2.9,0.8,5,29,"2024-10-08 11:00",,0.1,3.2,6,1,119.566158,23.569031,78
金門,金門縣,37,,良好,0.9,0.23,51.4,40.3,15,3,6.2,6.6,0.4,2.5,54,"2024-10-08 11:00",,0.2,2,7,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.3,0.18,,46.8,,5,3.3,3.8,0.5,3,334,"2024-10-08 11:00",,0.1,4.4,11,0,119.952724,26.153736,75
埔里,南投縣,34,,良好,0.9,0.18,41.8,25.6,15,7,2.7,3.9,1.2,1.2,317,"2024-10-08 11:00",,0.1,10.4,15,0,120.967903,23.968842,72
復興,高雄市,42,,良好,2,0.24,38.1,17.4,41,16,20.6,24.6,3.9,0.7,221,"2024-10-08 11:00",,0.4,12.8,28,1,120.312017,22.608711,71
永和,新北市,27,,良好,1,0.36,36.1,29.9,10,3,14.1,17.8,3.7,2,77,"2024-10-08 11:00",,0.3,2.7,5,0,121.516306,25.017,70
竹山,南投縣,33,,良好,0.5,0.17,34.3,18.7,28,14,4.6,6,1.3,1.2,285,"2024-10-08 11:00",,0.1,10.2,21,0,120.677306,23.756389,69
中壢,桃園市,52,二氧化氮,普通,1,0.45,16.4,17.0,17,,33.1,55.1,22,0.9,326,"2024-10-08 11:00",,0.4,6.7,9,1,121.221667,24.953278,68
三重,新北市,57,二氧化氮,普通,0.8,0.93,11.3,13.6,10,8,39.3,93.8,54.5,-,-,"2024-10-08 11:00",,0.9,7.2,10,0,121.493806,25.072611,67
冬山,宜蘭縣,27,,良好,0.5,0.17,46.2,29.8,22,3,6.5,8.5,2,4.1,28,"2024-10-08 11:00",,0.1,1.7,11,0,121.792928,24.632203,66
宜蘭,宜蘭縣,21,,良好,1.3,0.18,48.7,23.7,27,7,4,4.6,0.5,2.5,53,"2024-10-08 11:00",,0.1,2.2,12,0,121.746394,24.747917,65
陽明,臺北市,41,,良好,0.3,0.15,50.7,44.4,2,2,1.1,1.6,0.4,3.3,330,"2024-10-08 11:00",,0.1,0.6,3,0,121.529583,25.182722,64
花蓮,花蓮縣,17,,良好,0.6,0.16,41.3,16.3,20,6,2,3.5,1.4,3.2,37,"2024-10-08 11:00",,0.2,2.1,17,0,121.599769,23.971306,63
臺東,臺東縣,15,,良好,1.3,0.14,29.8,15.9,16,3,3.2,5.2,2,3.4,54,"2024-10-08 11:00",,0.1,3.3,15,1,121.15045,22.755358,62
恆春,屏東縣,19,,良好,0.6,0.06,28.3,21.4,9,6,0.7,1.2,0.5,5.6,24,"2024-10-08 11:00",,0,3.6,9,0,120.788928,21.958069,61
潮州,屏東縣,28,,良好,0.9,0.12,39.3,17.1,16,7,3,4,1,1.6,268,"2024-10-08 11:00",,0.1,8.5,19,0,120.561175,22.523108,60
屏東,屏東縣,22,,良好,0.9,0.16,38.5,19.2,21,7,3.6,5,1.4,1.5,159,"2024-10-08 11:00",,0.2,6.8,22,0,120.488033,22.673081,59
小港,高雄市,55,細懸浮微粒,普通,4.2,0.24,,11.5,34,21,22.7,31.5,8.8,1.8,72,"2024-10-08 11:00",,0.2,17,27,1,120.337736,22.565833,58
前鎮,高雄市,45,,良好,3.2,0.23,39.9,16.9,40,17,20.3,25.7,5.4,2.3,204,"2024-10-08 11:00",,0.3,13.8,32,1,120.30833356,22.6044507,57
前金,高雄市,38,,良好,1.6,0.21,48.8,22.7,29,12,6.9,8.6,1.6,2.2,229,"2024-10-08 11:00",,0.2,11.6,30,0,120.28676111,22.63390278,56
左營,高雄市,40,,良好,1.5,0.2,42.7,16.8,28,11,7.8,10.9,3,3.1,298,"2024-10-08 11:00",,0.3,12.2,28,1,120.292917,22.674861,54
楠梓,高雄市,37,,良好,1,0.24,52.9,15.7,36,8,11.6,13.1,1.5,1.7,286,"2024-10-08 11:00",,0.2,11.5,31,0,120.328289,22.733667,53
林園,高雄市,35,,良好,0,0.17,41.3,18.0,21,11,2.5,3.3,0.7,2.4,182,"2024-10-08 11:00",,0.1,10.7,25,0,120.41175,22.4795,52
大寮,高雄市,47,,良好,2.9,0.47,33.8,15.3,31,21,16.2,19,2.7,2.3,224,"2024-10-08 11:00",,0.2,14.5,22,,120.425311,22.56413611,51
鳳山,高雄市,43,,良好,0.9,0.59,41.6,18.8,36,21,20.9,25.6,4.6,0.9,305,"2024-10-08 11:00",,0.4,13.3,24,0,120.357422,22.628126,50
仁武,高雄市,41,,良好,2,0.38,49.4,19.4,31,17,19.3,24.2,4.9,1.5,287,"2024-10-08 11:00",,0.3,12.6,28,1,120.332631,22.689056,49
橋頭,高雄市,43,,良好,1.4,0.25,51.4,16.7,25,21,,,,3.6,241,"2024-10-08 11:00",,0.2,13.1,24,1,120.305689,22.757506,48
美濃,高雄市,20,,良好,0.9,0.16,34,15.8,14,6,2.3,3.2,0.9,1.3,161,"2024-10-08 11:00",,0.1,5,20,0,120.530542,22.883583,47
臺南,臺南市,47,,良好,1.1,0.4,47,17.0,39,14,15.1,18,2.9,1.5,275,"2024-10-08 11:00",,0.3,14.6,30,0,120.21947897,22.98928311,46
安南,臺南市,59,細懸浮微粒,普通,,,,12.3,46,23,,,,1.1,277,"2024-10-08 11:00",,0.3,18.9,36,0,120.2175,23.048197,45
善化,臺南市,37,,良好,1.7,0.16,41.6,18.5,32,14,5,6.7,1.7,1.1,127,"2024-10-08 11:00",,0.1,11.4,21,2,120.29740529,23.11337642,44
新營,臺南市,47,,良好,1,0.2,39.6,17.2,36,26,5.9,8.6,2.7,1.4,341,"2024-10-08 11:00",,0.2,14.5,23,1,120.31725,23.305633,43
嘉義,嘉義市,34,,良好,2.1,0.18,40.4,17.8,28,13,6.7,8.6,1.8,2.1,349,"2024-10-08 11:00",,0.1,10.6,24,1,120.44125148,23.46477865,42
臺西,雲林縣,23,,良好,1.2,0.15,42,21.3,33,6,4.6,6.2,1.6,6.2,22,"2024-10-08 11:00",,0.2,7,22,1,120.19933333,23.702175,41
朴子,嘉義縣,41,,良好,1.2,0.19,43,17.8,,13,4.3,6,1.7,1.3,84,"2024-10-08 11:00",,0.2,12.7,,0,120.2478,23.46538,40
新港,嘉義縣,27,,良好,1.8,0.17,,16.4,,,4.9,6.8,1.9,1.8,343,"2024-10-08 11:00",,0.1,8.2,18,2,120.345531,23.554839,39
崙背,雲林縣,24,,良好,1.5,0.19,38,19.8,17,6,3.7,4.7,1,1.5,26,"2024-10-08 11:00",,0.1,7.5,23,1,120.348742,23.757547,38
斗六,雲林縣,27,,良好,1.2,,,16.5,20,,3.1,5.2,2,1.4,211,"2024-10-08 11:00",,0,8.3,19,0,120.544994,23.711853,37
南投,南投縣,23,,良好,1.5,0.21,38.2,23.7,14,5,8.8,11.8,2.9,2.4,45,"2024-10-08 11:00",,0.1,7,15,0,120.685306,23.913,36
二林,彰化縣,24,,良好,1.4,0.19,41.9,26.2,21,8,5,6.4,1.3,3.3,8,"2024-10-08 11:00",,0.1,6.7,13,2,120.409653,23.925175,35
線西,彰化縣,26,,良好,1.3,0.23,41.9,28.3,,,,,,6.4,22,"2024-10-08 11:00",,0.1,4.4,,1,120.469061,24.131672,34
彰化,彰化縣,16,,良好,0.4,0.16,35.2,17.8,6,3,7.8,11.1,3.3,3.1,25,"2024-10-08 11:00",,0.1,2.5,8,0,120.541519,24.066,33
西屯,臺中市,19,,良好,1.1,0.12,33.9,20.6,15,4,5.3,6.8,1.5,3.5,22,"2024-10-08 11:00",,0.1,4,13,1,120.616917,24.162197,32
忠明,臺中市,15,,良好,0.7,0.18,33.1,16.4,12,4,6.9,10.1,3.1,1.4,342,"2024-10-08 11:00",,0.1,3.2,8,0,120.641092,24.151958,31
大里,臺中市,17,,良好,1,0.21,38,16.5,10,5,8.1,11.3,3.1,1.8,344,"2024-10-08 11:00",,0.2,5.1,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,23,,良好,1,0.2,39.7,26.0,20,8,5.6,7.4,1.8,5.6,60,"2024-10-08 11:00",,0.1,4.7,11,0,120.568794,24.225628,29
豐原,臺中市,15,,良好,,,,16.3,,,,,,1.7,22,"2024-10-08 11:00",,0.1,0.2,4,0,120.74252414,24.25699731,28
三義,苗栗縣,20,,良好,0.9,0.18,33.8,23.0,4,4,4.2,6.6,2.3,4.5,11,"2024-10-08 11:00",,0.1,2,5,1,120.75956754,24.38248443,27
苗栗,苗栗縣,25,,良好,1.4,0.18,42.6,27.8,5,5,6.9,8.8,1.9,4,19,"2024-10-08 11:00",,0.1,4.5,8,1,120.82011468,24.56499183,26
頭份,苗栗縣,30,,良好,0.9,0.2,46,32.1,8,7,7.3,9.8,2.5,2.3,27,"2024-10-08 11:00",,0.2,5.2,10,1,120.89869286,24.69690679,25
新竹,新竹市,32,,良好,1.4,0.22,45,35.6,4,0,8.1,10,1.9,4.1,28,"2024-10-08 11:00",,0.1,0.8,4,1,120.97236752,24.8056356,24
竹東,新竹縣,29,,良好,0.2,0.16,42.4,31.4,2,2,4.3,5.7,1.4,3.3,34,"2024-10-08 11:00",,0.1,0.8,3,0,121.08895493,24.74091408,23
湖口,新竹縣,37,,良好,0.5,0.16,46.4,40.0,6,3,5.3,6.4,1,5.3,35,"2024-10-08 11:00",,0.1,3.6,7,0,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.9,0.23,38.9,31.9,7,4,8,9.9,1.9,4.3,55,"2024-10-08 11:00",,0.1,3.1,7,0,121.21645772,24.86400048,21
平鎮,桃園市,32,,良好,0.2,0.26,33.6,26.1,5,4,19.3,22.8,3.5,2.6,48,"2024-10-08 11:00",,0.2,2.1,7,0,121.203986,24.952786,20
觀音,桃園市,43,,良好,0.9,0.11,49.6,46.5,13,7,4.2,4.7,0.4,6.2,59,"2024-10-08 11:00",,0.1,4.5,14,0,121.08283092,25.03556747,19
大園,桃園市,41,,良好,1.1,0.16,48.3,44.7,13,5,6.8,8.3,1.5,7.4,33,"2024-10-08 11:00",,0.1,5.2,14,0,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,0.3,0.3,34.5,29.0,9,1,16,18.3,2.3,2.2,23,"2024-10-08 11:00",,0.3,0.7,2,0,121.30500531,24.9947107,17
大同,臺北市,51,二氧化氮,普通,1.1,0.9,16.1,18.8,29,16,31.9,61.3,29.3,-,-,"2024-10-08 11:00",,0.8,12.7,19,0,121.51342074,25.06331455,16
松山,臺北市,29,,良好,0.7,0.19,35.8,31.8,9,4,13.9,16.8,2.8,2.2,17,"2024-10-08 11:00",,0.1,3.8,6,0,121.578611,25.05,15
古亭,臺北市,30,,良好,0.4,0.22,30.9,30,10,6,18.1,25.6,7.5,1.2,63,"2024-10-08 11:00",,0.2,5,6,0,121.529556,25.020608,14
萬華,臺北市,30,,良好,1,0.3,30.3,30.3,7,4,18.9,22.4,3.5,1,94,"2024-10-08 11:00",,0.2,2.1,7,1,121.507972,25.046503,13
中山,臺北市,30,,良好,0.6,0.33,29.3,28.5,7,7,18.1,23,4.8,2.3,86,"2024-10-08 11:00",,0.3,6.5,8,0,121.526528,25.062361,12
士林,臺北市,25,,良好,,,27.7,28.0,,0,,,,1.1,316,"2024-10-08 11:00",,0.2,0.5,5,0,121.51666356,25.10334003,11
淡水,新北市,40,,良好,1,0.15,45.6,43.1,8,1,3.9,11.1,7.1,,,"2024-10-08 11:00",,0.1,1.8,10,1,121.449239,25.1645,10
林口,新北市,32,,良好,0.2,0.18,38.4,35.6,5,3,11.9,14.5,2.6,3.3,53,"2024-10-08 11:00",,0.1,1.9,4,0,121.36548982,25.07798949,9
菜寮,新北市,25,,良好,0.5,0.35,34.9,27.7,7,4,15.4,18.5,3.1,0.8,5,"2024-10-08 11:00",,0.3,5.7,5,0,121.481028,25.06895,8
新莊,新北市,30,,良好,0.7,0.28,28.6,27.6,14,8,18.5,21.6,3,1.9,28,"2024-10-08 11:00",,0.2,6.8,10,0,121.4325,25.037972,7
板橋,新北市,29,,良好,0.2,0.31,35.6,31.1,6,4,16.5,19.7,3.1,1.3,50,"2024-10-08 11:00",,0.2,1.9,4,0,121.458667,25.012972,6
土城,新北市,28,,良好,,0.28,38,30.2,11,,12.8,14.7,1.9,1.6,81,"2024-10-08 11:00",,0.2,0,4,0,121.451861,24.982528,5
新店,新北市,21,,良好,0.2,0.21,42.9,23.7,10,6,8.4,10.2,1.8,1.6,349,"2024-10-08 11:00",,0.2,3.6,7,0,121.537778,24.977222,4
萬里,新北市,48,,良好,0.3,0.18,56.3,52.3,34,6,2.6,3.8,1.1,4.5,17,"2024-10-08 11:00",,0.1,6.2,33,0,121.689881,25.179667,3
汐止,新北市,36,,良好,0.4,0.17,42.6,39.7,2,6,9.4,10.6,1.1,1.6,24,"2024-10-08 11:00",,0.1,4,4,0,121.64081,25.06624,2
基隆,基隆市,43,,良好,0.8,0.19,50.6,46.1,19,3,2.5,3.1,0.6,2.8,88,"2024-10-08 11:00",,0.1,1.9,14,0,121.760056,25.129167,1
屏東(枋山),屏東縣,17,,良好,,0.31,24.6,18.6,11,0,1,1.9,0.9,1.9,222,"2024-10-08 10:00",,0.1,1,10,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,27,,良好,0.4,0.19,45.6,29.4,33,3,4.9,5.5,0.5,2.5,58,"2024-10-08 10:00",,0.1,3.6,17,0,121.82463916,24.85366672,312
新北(樹林),新北市,40,,良好,0.5,0.31,15.6,18.1,12,2,24.9,33.7,8.7,0,180,"2024-10-08 10:00",,0.2,0.5,9,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,37,,良好,1,0.15,35.8,20.2,16,14,2,2.7,0.7,1,175,"2024-10-08 10:00",,0.1,11.5,21,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,38,,良好,1.6,0.25,24.4,12.6,39,14,8.5,12.1,3.6,1.4,348,"2024-10-08 10:00",,0.2,11.8,27,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,27,,良好,2.7,0.23,26.1,11.1,33,12,,,,0.8,214,"2024-10-08 10:00",,0.1,8.3,23,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,34,,良好,1.9,0.23,,17.4,,,7.5,12.4,4.8,1,311,"2024-10-08 10:00",,0.2,10.5,16,2,120.56373,23.96117,201
大城,彰化縣,19,,良好,2.3,0.11,37.3,21.9,18,4,4.6,8.1,3.4,6.2,38,"2024-10-08 10:00",,0.1,4.5,15,1,120.26964167,23.85493056,85
富貴角,新北市,49,,良好,,0.11,57.9,54.0,41,8,,,,11.2,43,"2024-10-08 10:00",,0.1,8.9,34,,121.53656894,25.29681695,84
麥寮,雲林縣,21,,良好,2,0.2,30.8,19.4,15,7,2.5,8,5.4,4.9,354,"2024-10-08 10:00",,0.1,6.5,12,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.3,0.12,21.8,8.9,17,2,1.9,3.8,1.9,2.3,359,"2024-10-08 10:00",,0,1.2,14,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.9,0.15,,47.4,,3,2.1,3,0.8,6.5,31,"2024-10-08 10:00",,0.1,3.1,7,1,119.566158,23.569031,78
金門,金門縣,36,,良好,0.9,0.24,45.7,39.2,12,3,6.5,7,0.5,2.2,61,"2024-10-08 10:00",,0.2,1.9,5,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0.4,0.19,49.7,47.2,11,5,3.2,3.6,0.4,3.4,329,"2024-10-08 10:00",,0.1,4.6,10,0,119.952724,26.153736,75
埔里,南投縣,36,,良好,1,0.21,28.3,24.8,16,10,4.1,6.7,2.5,1.1,296,"2024-10-08 10:00",,0.1,11.1,14,0,120.967903,23.968842,72
復興,高雄市,37,,良好,1.5,0.29,25,15.6,28,12,20.4,24.5,4.1,0.8,218,"2024-10-08 10:00",,0.4,11.4,24,1,120.312017,22.608711,71
永和,新北市,28,,良好,0.8,0.45,30.7,29.2,8,4,17.3,22.4,5.1,2.5,76,"2024-10-08 10:00",,0.3,2.3,4,0,121.516306,25.017,70
竹山,南投縣,31,,良好,0.4,0.2,22.6,17.3,27,9,5.3,7.9,2.6,1.4,37,"2024-10-08 10:00",,0.1,9.7,20,0,120.677306,23.756389,69
中壢,桃園市,47,,良好,,0.39,20.3,18.6,7,7,28.4,42.1,13.6,1.2,341,"2024-10-08 10:00",,0.4,6.6,8,1,121.221667,24.953278,68
三重,新北市,60,二氧化氮,普通,0.8,1.25,7,14.8,18,11,44.1,112.7,68.5,-,-,"2024-10-08 10:00",,0.8,6.9,10,0,121.493806,25.072611,67
冬山,宜蘭縣,26,,良好,0.5,0.2,28.7,28.9,10,1,10.3,11.9,1.5,1.2,352,"2024-10-08 10:00",,0.1,1.7,9,0,121.792928,24.632203,66
宜蘭,宜蘭縣,19,,良好,1.2,0.18,37.1,20.6,15,4,5.5,6.5,1,3.2,56,"2024-10-08 10:00",,0.1,1,9,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.3,0.14,50.3,42.6,3,2,1.3,1.9,0.5,3.4,40,"2024-10-08 10:00",,0.1,0.3,3,0,121.529583,25.182722,64
花蓮,花蓮縣,17,,良好,1.5,0.2,35.4,12.1,15,1,3.8,6.2,2.4,3.5,58,"2024-10-08 10:00",,0.2,1.5,17,0,121.599769,23.971306,63
臺東,臺東縣,14,,良好,1.3,0.13,24.9,14.0,18,4,2.6,4.6,2,2.4,56,"2024-10-08 10:00",,0.1,3.2,14,1,121.15045,22.755358,62
恆春,屏東縣,19,,良好,0.4,0.07,26.1,20.0,6,2,0.8,1.4,0.6,6.3,15,"2024-10-08 10:00",,0,3.1,9,0,120.788928,21.958069,61
潮州,屏東縣,28,,良好,0.9,0.17,33,13.1,25,13,2.2,3.5,1.3,1.8,275,"2024-10-08 10:00",,0.1,8.7,20,0,120.561175,22.523108,60
屏東,屏東縣,22,,良好,1.1,0.24,30,16.3,25,6,5.2,7.6,2.3,1.1,328,"2024-10-08 10:00",,0.2,6.2,22,0,120.488033,22.673081,59
小港,高雄市,54,二氧化氮,普通,5.9,0.32,11.9,12.5,43,23,35.7,62.1,26.4,2.3,72,"2024-10-08 10:00",,0.2,15.6,25,1,120.337736,22.565833,58
前鎮,高雄市,41,,良好,2,0.29,24.1,14.6,42,16,23.5,30.1,6.5,1,226,"2024-10-08 10:00",,0.3,12.6,29,1,120.30833356,22.6044507,57
前金,高雄市,36,,良好,1.5,0.24,33.9,19.3,27,15,8.9,13,4.1,1.7,215,"2024-10-08 10:00",,0.2,11,29,0,120.28676111,22.63390278,56
左營,高雄市,39,,良好,1.9,0.29,28.3,13.4,29,19,13.2,20.1,6.9,1.2,295,"2024-10-08 10:00",,0.3,11.9,27,1,120.292917,22.674861,54
楠梓,高雄市,37,,良好,1.7,0.29,36,9.7,38,17,14.8,18.7,3.8,1.1,244,"2024-10-08 10:00",,0.2,11.5,29,0,120.328289,22.733667,53
林園,高雄市,34,,良好,0.5,0.14,28.6,14.7,17,9,3.7,5.4,1.7,2.3,159,"2024-10-08 10:00",,0.2,10.6,26,0,120.41175,22.4795,52
大寮,高雄市,43,,良好,1.1,0.13,31.3,12.4,19,11,6.3,7.6,1.2,0.8,340,"2024-10-08 10:00",,0.1,13.3,21,,120.425311,22.56413611,51
鳳山,高雄市,37,,良好,0.8,0.45,31.8,15.9,20,11,12.7,17.3,4.6,1,107,"2024-10-08 10:00",,0.3,11.5,22,0,120.357422,22.628126,50
仁武,高雄市,42,,良好,2.9,0.6,26.4,14.8,42,12,25.2,35.6,10.3,0.8,3,"2024-10-08 10:00",,0.3,11.3,27,1,120.332631,22.689056,49
橋頭,高雄市,36,,良好,1.5,0.3,33.4,11.8,36,17,,,,1.4,248,"2024-10-08 10:00",,0.2,11.2,22,1,120.305689,22.757506,48
美濃,高雄市,21,,良好,0.8,0.19,24.8,13.1,14,9,3.4,5,1.6,1.3,181,"2024-10-08 10:00",,0.2,4.2,21,0,120.530542,22.883583,47
臺南,臺南市,47,,良好,1.4,0.45,29.6,12.4,33,16,17.5,22.8,5.3,0.9,336,"2024-10-08 10:00",,0.3,14.4,28,0,120.21947897,22.98928311,46
安南,臺南市,55,細懸浮微粒,普通,2.6,0.41,25,12.5,43,24,16.7,23.2,6.5,1,79,"2024-10-08 10:00",,0.3,17.1,33,0,120.2175,23.048197,45
善化,臺南市,35,,良好,3.3,0.18,28.2,15.2,22,11,5.8,8.7,2.9,1.2,278,"2024-10-08 10:00",,0.1,10.7,18,2,120.29740529,23.11337642,44
新營,臺南市,39,,良好,1.2,0.22,30,14.7,29,21,7.4,11.1,3.7,2.1,353,"2024-10-08 10:00",,0.2,12,20,1,120.31725,23.305633,43
嘉義,嘉義市,32,,良好,4.2,0.2,28,15.3,23,12,7.2,10.2,3,1.8,319,"2024-10-08 10:00",,0.1,9.9,23,1,120.44125148,23.46477865,42
臺西,雲林縣,23,,良好,1.3,0.21,28.8,17.1,19,8,5.7,7.9,2.1,5.4,23,"2024-10-08 10:00",,0.2,7.2,19,1,120.19933333,23.702175,41
