sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,29,,良好,,0.13,34.8,31.5,23,4,1.2,1.5,0.3,0.9,62,"2024-10-08 15:00",,0.1,2.8,17,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,42,,良好,0.3,0.21,51.7,45.8,13,2,3.6,3.7,0,1.4,28,"2024-10-08 15:00",,0.2,3.2,16,0,121.82463916,24.85366672,312
新北(樹林),新北市,35,,良好,0.6,0.28,29.2,21.6,14,4,21.9,26.5,4.6,0.1,169,"2024-10-08 15:00",,0.3,2.7,13,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,47,,良好,0.9,0.17,60.1,39.0,24,16,2.1,2.6,0.5,1.9,321,"2024-10-08 15:00",,0.1,14.5,21,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,44,,良好,1.3,0.18,62.2,34.5,47,13,5.1,6.1,1,3.6,345,"2024-10-08 15:00",,0.2,13.4,35,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,32,,良好,1.5,0.16,58,35.2,,,,,,2.5,280,"2024-10-08 15:00",,0.1,8.5,27,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,38,,良好,1.3,0.21,58.5,41.4,20,3,6.6,9.1,2.5,1.9,351,"2024-10-08 15:00",,0.2,8,18,1,120.56373,23.96117,201
大城,彰化縣,44,,良好,1.4,0.11,64,48.7,30,9,1.1,2.9,1.7,8.5,41,"2024-10-08 15:00",,0.1,6.5,20,1,120.26964167,23.85493056,85
富貴角,新北市,64,臭氧八小時,普通,,0.13,63.5,59.8,52,15,,,,12.1,35,"2024-10-08 15:00",,0.1,11,40,,121.53656894,25.29681695,84
麥寮,雲林縣,42,,良好,1.5,0.18,61.8,45.2,51,11,0,3.9,4.3,7,3,"2024-10-08 15:00",,0.1,8.8,38,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,0.1,0.11,29,22.1,14,1,1.8,2.6,0.7,2.5,34,"2024-10-08 15:00",,0.1,0.5,11,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,1.5,0.17,50.8,47.4,12,2,1.7,2.4,0.7,6.7,28,"2024-10-08 15:00",,0.1,1.7,12,1,119.566158,23.569031,78
金門,金門縣,44,,良好,1,0.22,,47.6,15,7,5.2,5.6,0.3,2.2,58,"2024-10-08 15:00",,0.2,3.2,11,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0,0.2,51.3,48.1,13,6,3.5,4.3,0.7,2.7,334,"2024-10-08 15:00",,0.1,2.9,12,0,119.952724,26.153736,75
埔里,南投縣,32,,良好,0.9,0.19,46.5,35.6,15,14,2.3,3.5,1.1,2.4,266,"2024-10-08 15:00",,0.2,9.8,14,0,120.967903,23.968842,72
復興,高雄市,52,細懸浮微粒,普通,1.1,0.16,59.4,39.8,32,15,8.5,9.5,0.9,0.7,248,"2024-10-08 15:00",,0.3,15.9,33,1,120.312017,22.608711,71
永和,新北市,32,,良好,,,40.8,35.3,21,5,,,,1.1,100,"2024-10-08 15:00",,0.4,4.3,11,0,121.516306,25.017,70
竹山,南投縣,40,,良好,0.6,0.14,65.7,38.3,29,16,2.8,3.4,0.6,1.2,220,"2024-10-08 15:00",,0.1,12.4,24,0,120.677306,23.756389,69
中壢,桃園市,42,,良好,1.5,0.36,29.1,19.5,11,6,25.2,34,8.7,0.7,41,"2024-10-08 15:00",,0.5,6.9,9,1,121.221667,24.953278,68
三重,新北市,59,二氧化氮,普通,0.8,0.86,15.7,11.6,16,7,42,88.1,46.1,-,-,"2024-10-08 15:00",,1.1,8.2,12,0,121.493806,25.072611,67
冬山,宜蘭縣,35,,良好,,0.2,47.1,38.7,,5,8.1,10.3,2.2,2,351,"2024-10-08 15:00",,0.2,3.8,25,0,121.792928,24.632203,66
宜蘭,宜蘭縣,36,,良好,1.4,0.19,51.4,39.3,11,5,3.9,4.2,0.3,2.4,59,"2024-10-08 15:00",,0.1,4,14,0,121.746394,24.747917,65
陽明,臺北市,45,,良好,0.3,0.19,53.4,49.8,3,0,1.3,1.7,0.4,,,"2024-10-08 15:00",,0.1,1.2,3,0,121.529583,25.182722,64
花蓮,花蓮縣,33,,良好,0.7,0.19,50.2,36.5,26,4,2.6,3.7,1.1,3.5,51,"2024-10-08 15:00",,0.1,2.9,18,0,121.599769,23.971306,63
臺東,臺東縣,24,,良好,1.4,0.12,31.7,26.2,31,0,2.6,3.9,1.2,3.2,60,"2024-10-08 15:00",,0.1,2.9,22,1,121.15045,22.755358,62
恆春,屏東縣,25,,良好,0.3,0.06,29.8,27.1,7,6,0.7,1.2,0.5,4.6,42,"2024-10-08 15:00",,0,3.6,8,0,120.788928,21.958069,61
潮州,屏東縣,40,,良好,1.2,0.16,64.6,43.2,23,10,4.2,4.8,0.6,2.4,257,"2024-10-08 15:00",,0.1,9.2,19,0,120.561175,22.523108,60
屏東,屏東縣,37,,良好,1.4,0.25,59.9,40.3,28,14,8.4,9.7,1.3,2.1,91,"2024-10-08 15:00",,0.2,8.7,24,1,120.488033,22.673081,59
小港,高雄市,63,細懸浮微粒,普通,2.2,0.17,61,34.8,35,23,12.3,14.4,2.1,3.7,262,"2024-10-08 15:00",,0.2,20.4,32,2,120.337736,22.565833,58
前鎮,高雄市,58,細懸浮微粒,普通,1.8,0.18,57.4,40.7,39,20,10.7,12.7,2,2.1,18,"2024-10-08 15:00",,0.2,18.4,36,1,120.30833356,22.6044507,57
前金,高雄市,42,,良好,1,0.18,60.8,44.7,34,14,2.1,2.7,0.6,1,256,"2024-10-08 15:00",,0.2,13,31,0,120.28676111,22.63390278,56
左營,高雄市,44,,良好,1.2,0.18,60.7,41.0,27,11,3.2,4.4,1.2,2.1,273,"2024-10-08 15:00",,0.3,13.4,29,1,120.292917,22.674861,54
楠梓,高雄市,38,,良好,0.7,0.16,53.1,40.9,30,9,5.6,6,0.4,1.9,255,"2024-10-08 15:00",,0.2,11.7,33,0,120.328289,22.733667,53
林園,高雄市,45,,良好,,,68.9,45.8,30,19,,,,2.8,235,"2024-10-08 15:00",,0.1,13.9,24,0,120.41175,22.4795,52
大寮,高雄市,59,細懸浮微粒,普通,9,0.56,49.5,38.1,49,27,20.3,23.2,2.9,2.2,290,"2024-10-08 15:00",,0.3,18.9,31,2,120.425311,22.56413611,51
鳳山,高雄市,49,,良好,0.8,0.31,50.6,39.9,34,11,11.6,14.5,2.8,1.3,276,"2024-10-08 15:00",,0.4,15,30,0,120.357422,22.628126,50
仁武,高雄市,46,,良好,,,55.6,41.2,,13,,,,3.2,233,"2024-10-08 15:00",,0.3,14.2,29,1,120.332631,22.689056,49
橋頭,高雄市,40,,良好,0.9,0.15,51.6,39.7,14,10,,,,3.1,245,"2024-10-08 15:00",,0.2,12.2,22,1,120.305689,22.757506,48
美濃,高雄市,31,,良好,0.9,0.2,66.4,33.2,32,13,3.8,4.7,0.8,2.7,206,"2024-10-08 15:00",,0.1,5.3,19,0,120.530542,22.883583,47
臺南,臺南市,47,,良好,0.9,0.17,62.7,43,43,14,4.8,5.5,0.6,2.2,357,"2024-10-08 15:00",,0.3,14.5,34,0,120.21947897,22.98928311,46
安南,臺南市,55,細懸浮微粒,普通,1.3,0.2,,,40,15,,,,3.7,298,"2024-10-08 15:00",,0.3,17.1,35,1,120.2175,23.048197,45
善化,臺南市,51,細懸浮微粒,普通,1.2,0.15,66,40.6,36,17,3.8,4.9,1,3.8,317,"2024-10-08 15:00",,0.1,15.7,25,2,120.29740529,23.11337642,44
新營,臺南市,52,細懸浮微粒,普通,1.2,0.19,61.4,40.0,55,11,4.6,6.6,1.9,2.6,10,"2024-10-08 15:00",,0.2,16.1,32,1,120.31725,23.305633,43
嘉義,嘉義市,50,,良好,,,64.9,39.2,,17,,,,4.2,331,"2024-10-08 15:00",,0.2,15.3,31,1,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,0.6,0.17,59.6,42.3,63,13,2,2.7,0.7,7.7,23,"2024-10-08 15:00",,0.1,8.3,38,1,120.19933333,23.702175,41
朴子,嘉義縣,41,,良好,,,,34.6,52,16,,,,2.8,343,"2024-10-08 15:00",,0.1,12.7,,0,120.2478,23.46538,40
新港,嘉義縣,39,,良好,2,0.19,67.4,42.5,62,14,3.1,4.6,1.5,3.5,328,"2024-10-08 15:00",,0.1,11.1,34,2,120.345531,23.554839,39
崙背,雲林縣,46,,良好,1.7,0.2,59.8,41.7,74,15,5.2,5.9,0.7,2.5,340,"2024-10-08 15:00",,0.1,12.3,46,1,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.1,0.17,69.5,42.9,29,7,4,5.4,1.4,2.9,344,"2024-10-08 15:00",,0.1,11.3,23,0,120.544994,23.711853,37
南投,南投縣,35,,良好,1.4,0.24,57.5,38.1,17,9,9.5,10.5,1,2,338,"2024-10-08 15:00",,0.2,8.8,16,0,120.685306,23.913,36
二林,彰化縣,41,,良好,2.8,0.25,56.6,43.2,53,16,7.1,8.4,1.2,4.4,16,"2024-10-08 15:00",,0.2,10.8,41,2,120.409653,23.925175,35
線西,彰化縣,38,,良好,1.5,0.25,55.2,41.1,36,6,7.8,9.9,2.1,7.1,30,"2024-10-08 15:00",,0.2,7.2,,1,120.469061,24.131672,34
彰化,彰化縣,34,,良好,0.5,0.18,51.4,37.8,17,3,8.6,10.9,2.3,3.6,23,"2024-10-08 15:00",,0.2,3.3,14,0,120.541519,24.066,33
西屯,臺中市,31,,良好,,,,34.4,19,2,,,,5.5,8,"2024-10-08 15:00",,0.1,3.6,16,0,120.616917,24.162197,32
忠明,臺中市,31,,良好,0.8,0.22,49,34.1,16,2,7.3,9.1,1.7,2.7,352,"2024-10-08 15:00",,0.2,3.8,12,0,120.641092,24.151958,31
大里,臺中市,31,,良好,,0.19,51.7,34.4,12,4,7,9,2,3.3,333,"2024-10-08 15:00",,0.2,7.2,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,37,,良好,0.9,0.19,54,40.6,13,4,4.4,5.2,0.8,5,13,"2024-10-08 15:00",,0.1,5,13,0,120.568794,24.225628,29
豐原,臺中市,29,,良好,1.9,0.2,45.8,31.6,7,0,3.2,4.5,1.3,2.2,3,"2024-10-08 15:00",,0.1,0.6,6,0,120.74252414,24.25699731,28
三義,苗栗縣,31,,良好,,,47,34.4,,,,,,5.8,12,"2024-10-08 15:00",,0.1,2,6,0,120.75956754,24.38248443,27
苗栗,苗栗縣,35,,良好,1.4,0.2,47.5,38.8,14,6,6,7.5,1.5,4.3,6,"2024-10-08 15:00",,0.2,6.3,12,1,120.82011468,24.56499183,26
頭份,苗栗縣,38,,良好,1.1,0.22,47.1,41.6,13,8,8.1,10.7,2.6,3.5,27,"2024-10-08 15:00",,0.2,5.6,9,1,120.89869286,24.69690679,25
新竹,新竹市,40,,良好,1.4,0.23,48.3,43.6,7,3,8,8.9,0.9,3.8,47,"2024-10-08 15:00",,0.2,1.3,5,1,120.97236752,24.8056356,24
竹東,新竹縣,37,,良好,0,0.17,46.5,40.7,5,2,3.4,4.6,1.1,3.8,28,"2024-10-08 15:00",,0.1,1.4,3,0,121.08895493,24.74091408,23
湖口,新竹縣,43,,良好,0.7,0.18,50.7,46.3,13,8,4.9,5.7,0.8,4.4,43,"2024-10-08 15:00",,0.1,4.6,9,0,121.03886894,24.90009696,22
龍潭,桃園市,35,,良好,0.9,0.22,45.1,38.9,11,6,7.5,8.8,1.3,3.7,59,"2024-10-08 15:00",,0.2,3.2,9,0,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,,,,34.5,,2,,,,2.3,75,"2024-10-08 15:00",,0.3,3.4,8,0,121.203986,24.952786,20
觀音,桃園市,45,,良好,0.7,0.16,52.4,49.1,20,8,5,5.4,0.4,6.4,61,"2024-10-08 15:00",,0.1,6,16,0,121.08283092,25.03556747,19
大園,桃園市,44,,良好,1,0.19,52.3,48.3,20,8,6.5,7.9,1.4,7.1,37,"2024-10-08 15:00",,0.1,5.4,14,0,121.20251473,25.06100357,18
桃園,桃園市,31,,良好,0.1,0.28,41.3,34.1,2,2,13.3,14.4,1.1,0.8,44,"2024-10-08 15:00",,0.3,0.7,3,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,0.9,0.78,20.1,14.9,21,15,32.7,56.8,24.1,-,-,"2024-10-08 15:00",,1,14.1,21,0,121.51342074,25.06331455,16
松山,臺北市,33,,良好,0.8,0.24,35,33.6,19,8,20.7,23.6,2.8,1,17,"2024-10-08 15:00",,0.2,4.7,11,0,121.578611,25.05,15
古亭,臺北市,32,,良好,0.6,0.27,34.2,29.8,21,9,19.9,25.7,5.7,1.1,63,"2024-10-08 15:00",,0.2,7.2,13,0,121.529556,25.020608,14
萬華,臺北市,31,,良好,1,0.27,43.7,34.1,12,3,13.2,14.5,1.3,2.7,93,"2024-10-08 15:00",,0.3,4.8,8,1,121.507972,25.046503,13
中山,臺北市,28,,良好,0.6,0.29,37.6,30.4,13,11,17.4,20.3,2.9,2.7,85,"2024-10-08 15:00",,0.3,6.5,11,0,121.526528,25.062361,12
士林,臺北市,29,,良好,0.7,0.23,45.2,31.8,6,0,9.1,10,0.9,2,162,"2024-10-08 15:00",,0.2,1.1,8,0,121.51666356,25.10334003,11
淡水,新北市,44,,良好,1.1,0.17,52.6,48.5,13,6,3.3,4.2,0.9,,,"2024-10-08 15:00",,0.1,3.5,10,1,121.449239,25.1645,10
林口,新北市,38,,良好,0.3,0.19,46.2,41.4,9,2,10.7,13,2.3,4.5,51,"2024-10-08 15:00",,0.1,2.6,4,0,121.36548982,25.07798949,9
菜寮,新北市,31,,良好,0.5,0.33,44,33.1,6,8,13,15,2,1,124,"2024-10-08 15:00",,0.4,6.5,5,0,121.481028,25.06895,8
新莊,新北市,30,,良好,0.8,0.25,42,32.1,13,6,13.8,14.8,1,1.9,82,"2024-10-08 15:00",,0.3,6,11,0,121.4325,25.037972,7
板橋,新北市,33,,良好,0.1,0.31,45,36.5,14,4,14.6,16.2,1.5,1.3,118,"2024-10-08 15:00",,0.3,2.7,6,0,121.458667,25.012972,6
土城,新北市,34,,良好,1,0.27,46.9,37.0,16,1,9.5,10.6,1,1,136,"2024-10-08 15:00",,0.3,0.1,9,0,121.451861,24.982528,5
新店,新北市,31,,良好,0.3,0.25,45,34.7,15,9,,,,2,136,"2024-10-08 15:00",,0.2,6.8,10,0,121.537778,24.977222,4
萬里,新北市,58,臭氧八小時,普通,0.4,0.21,61.4,57.2,43,10,2.6,3.5,0.9,4.7,20,"2024-10-08 15:00",,0.1,7.4,35,0,121.689881,25.179667,3
汐止,新北市,39,,良好,0.9,0.2,44.6,42.6,15,5,14,15.1,1,2.2,41,"2024-10-08 15:00",,0.1,5,11,0,121.64081,25.06624,2
基隆,基隆市,19,,良好,,,,,26,8,,,,2.4,94,"2024-10-08 15:00",,0.1,,19,0,121.760056,25.129167,1
屏東(枋山),屏東縣,27,,良好,,0.11,39.1,29.2,18,4,0.3,0.6,0.2,1.2,258,"2024-10-08 14:00",,0.1,2.2,16,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,41,,良好,0.3,0.21,48.3,44.0,11,2,4.1,4.5,0.3,1.7,47,"2024-10-08 14:00",,0.2,3.5,18,0,121.82463916,24.85366672,312
新北(樹林),新北市,43,,良好,0.5,0.36,27,19.5,16,4,26.4,33,6.5,0.3,158,"2024-10-08 14:00",,0.3,2.6,12,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,45,,良好,0.9,0.15,51.4,33.0,23,19,1.7,2.2,0.5,1,348,"2024-10-08 14:00",,0.1,13.8,21,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,45,,良好,1.1,0.17,,26.7,38,15,4,5,1,2.9,349,"2024-10-08 14:00",,0.2,13.8,32,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,30,,良好,1.5,0.14,49.2,27.6,,,,,,2.3,279,"2024-10-08 14:00",,0.2,9.2,28,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,30,,良好,1.4,0.2,59.8,32.8,17,6,5.7,8.4,2.6,2,336,"2024-10-08 14:00",,0.2,9.1,17,2,120.56373,23.96117,201
大城,彰化縣,40,,良好,1.5,0.11,64.7,43,24,8,0.8,2.3,1.5,9,40,"2024-10-08 14:00",,0.1,6,18,1,120.26964167,23.85493056,85
富貴角,新北市,61,臭氧八小時,普通,,0.12,62.3,58.8,51,12,,,,11.8,31,"2024-10-08 14:00",,0.1,9.7,37,,121.53656894,25.29681695,84
麥寮,雲林縣,37,,良好,1.7,0.17,62.1,40.0,53,10,,,,6,6,"2024-10-08 14:00",,0.1,8.4,33,1,120.251825,23.753506,83
關山,臺東縣,18,,良好,0.3,0.09,27.5,19.0,17,0,1,1.4,0.3,2.7,57,"2024-10-08 14:00",,0.1,0.3,10,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,1.8,0.17,44.3,46.9,19,1,2.2,2.7,0.5,6.6,34,"2024-10-08 14:00",,0.1,1.5,11,1,119.566158,23.569031,78
金門,金門縣,42,,良好,,,,45.8,,2,,,,2.6,51,"2024-10-08 14:00",,0.2,2.6,11,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0,0.2,49.5,47.4,13,1,3.2,3.7,0.5,3.5,337,"2024-10-08 14:00",,0.1,2.5,12,0,119.952724,26.153736,75
埔里,南投縣,30,,良好,0.9,0.18,43.2,32.8,12,9,3.3,4.9,1.5,2.9,250,"2024-10-08 14:00",,0.2,8.6,14,0,120.967903,23.968842,72
復興,高雄市,52,細懸浮微粒,普通,1.5,0.17,62.6,33.2,39,20,9.7,10.9,1.1,1.2,232,"2024-10-08 14:00",,0.4,15.8,33,1,120.312017,22.608711,71
永和,新北市,30,,良好,1,0.34,40.9,33.0,18,7,14.6,18.1,3.4,2.1,81,"2024-10-08 14:00",,0.4,3.9,9,0,121.516306,25.017,70
竹山,南投縣,38,,良好,0.5,0.15,62.9,31.6,26,11,3.1,3.6,0.4,1.6,331,"2024-10-08 14:00",,0.1,11.7,23,0,120.677306,23.756389,69
中壢,桃園市,38,,良好,1.6,0.35,29.1,16.8,14,8,23.3,32.4,9,1.1,45,"2024-10-08 14:00",,0.5,7.1,10,1,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.6,0.89,17.7,10.7,12,9,36.6,71.5,34.8,-,-,"2024-10-08 14:00",,1.1,8.2,11,0,121.493806,25.072611,67
冬山,宜蘭縣,32,,良好,0.6,0.2,46.7,35.9,29,7,7.9,9.6,1.7,1.9,40,"2024-10-08 14:00",,0.2,3.4,23,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1.3,0.19,47.5,34.9,11,5,3.6,4,0.4,1.7,51,"2024-10-08 14:00",,0.1,4,16,0,121.746394,24.747917,65
陽明,臺北市,44,,良好,0.3,0.19,48.1,48.2,4,5,1.1,1.5,0.4,3,340,"2024-10-08 14:00",,0.1,1.5,3,0,121.529583,25.182722,64
花蓮,花蓮縣,28,,良好,0.6,0.18,50.2,30.7,24,5,1.8,3,1.1,3.5,58,"2024-10-08 14:00",,0.1,3,17,0,121.599769,23.971306,63
臺東,臺東縣,21,,良好,1.3,0.11,33.3,23.5,32,1,2.2,3.4,1.2,3.4,70,"2024-10-08 14:00",,0.1,3.3,19,1,121.15045,22.755358,62
恆春,屏東縣,23,,良好,0.4,0.07,31,25.7,9,4,0.7,1.2,0.4,5.1,35,"2024-10-08 14:00",,0,3.6,8,0,120.788928,21.958069,61
潮州,屏東縣,33,,良好,1.1,0.17,56.8,36.3,18,10,3.6,4.4,0.8,3,235,"2024-10-08 14:00",,0.1,8.7,18,0,120.561175,22.523108,60
屏東,屏東縣,31,,良好,1.6,0.24,62,34,28,14,7.4,8.6,1.1,1.7,217,"2024-10-08 14:00",,0.2,7.6,23,1,120.488033,22.673081,59
小港,高雄市,61,細懸浮微粒,普通,2.2,0.18,59.2,25.4,36,22,11.6,13.6,2,4.2,258,"2024-10-08 14:00",,0.2,19.5,31,2,120.337736,22.565833,58
前鎮,高雄市,56,細懸浮微粒,普通,1.8,0.19,61.5,34.2,44,21,10.6,12.6,1.9,1.5,347,"2024-10-08 14:00",,0.3,17.5,36,1,120.30833356,22.6044507,57
前金,高雄市,41,,良好,1.5,0.18,64.2,38.8,35,15,3.1,3.8,0.7,2.4,280,"2024-10-08 14:00",,0.2,12.6,31,0,120.28676111,22.63390278,56
左營,高雄市,43,,良好,1.8,0.18,63.7,34.3,28,14,4,5.2,1.2,3.1,284,"2024-10-08 14:00",,0.3,13.2,29,1,120.292917,22.674861,54
楠梓,高雄市,38,,良好,0.8,0.16,56.7,34.7,33,12,5.8,6.2,0.4,2.6,284,"2024-10-08 14:00",,0.2,11.7,33,0,120.328289,22.733667,53
林園,高雄市,41,,良好,0.7,0.21,76.4,38.1,29,17,3.7,4.3,0.6,2.1,236,"2024-10-08 14:00",,0.1,12.5,23,0,120.41175,22.4795,52
大寮,高雄市,56,細懸浮微粒,普通,7.9,0.5,49.5,32.4,36,24,18.8,20.8,2,2.6,257,"2024-10-08 14:00",,0.3,17.7,28,2,120.425311,22.56413611,51
鳳山,高雄市,53,細懸浮微粒,普通,1,0.32,54.3,34.1,26,14,12.6,15.2,2.6,1.4,274,"2024-10-08 14:00",,0.4,16.5,29,0,120.357422,22.628126,50
仁武,高雄市,48,,良好,1,0.19,60.8,35.3,32,17,6.3,7.8,1.5,3,261,"2024-10-08 14:00",,0.3,14.7,29,1,120.332631,22.689056,49
橋頭,高雄市,44,,良好,1.1,0.16,53.3,34.0,21,11,,,,3.3,261,"2024-10-08 14:00",,0.2,13.4,23,1,120.305689,22.757506,48
美濃,高雄市,24,,良好,0.9,0.15,44.4,26.1,16,4,2.2,3.1,0.8,1.3,304,"2024-10-08 14:00",,0.1,3.9,16,0,120.530542,22.883583,47
臺南,臺南市,46,,良好,1,0.19,60.7,35.7,36,11,5.3,6.3,1,2.9,320,"2024-10-08 14:00",,0.3,14.3,32,0,120.21947897,22.98928311,46
安南,臺南市,57,細懸浮微粒,普通,,,55.9,22.1,33,18,,,,4,303,"2024-10-08 14:00",,0.3,18.1,34,1,120.2175,23.048197,45
善化,臺南市,49,,良好,0.9,0.14,60.5,33.7,26,16,3.8,4.8,1,3,312,"2024-10-08 14:00",,0.1,15.1,23,2,120.29740529,23.11337642,44
新營,臺南市,56,細懸浮微粒,普通,0.9,0.17,56.1,33.2,32,19,3.8,5.7,1.8,2.7,349,"2024-10-08 14:00",,0.2,17.7,27,1,120.31725,23.305633,43
嘉義,嘉義市,45,,良好,1.7,0.15,,31.0,37,,3.9,4.6,0.7,3.7,322,"2024-10-08 14:00",,0.2,13.9,29,1,120.44125148,23.46477865,42
臺西,雲林縣,34,,良好,0.7,0.16,58.6,37.3,40,9,1.7,2.4,0.7,6.8,21,"2024-10-08 14:00",,0.1,7.2,33,1,120.19933333,23.702175,41
朴子,嘉義縣,39,,良好,1.1,0.17,,30.5,,,4.2,5.4,1.1,2.4,341,"2024-10-08 14:00",,0.1,11.9,,0,120.2478,23.46538,40
新港,嘉義縣,34,,良好,2.1,0.18,64.8,32.8,54,13,3.1,4.8,1.7,3.6,315,"2024-10-08 14:00",,0.1,10.5,29,2,120.345531,23.554839,39
崙背,雲林縣,36,,良好,2,0.19,59.8,36.0,74,18,4.9,5.6,0.7,1.8,332,"2024-10-08 14:00",,0.1,10.8,36,1,120.348742,23.757547,38
斗六,雲林縣,40,,良好,1.2,0.16,66.6,34.7,25,19,4,5.3,1.2,1.2,27,"2024-10-08 14:00",,0.1,12.3,20,0,120.544994,23.711853,37
南投,南投縣,30,,良好,1.3,0.19,54.6,33.0,11,9,6.6,7.2,0.6,1,96,"2024-10-08 14:00",,0.2,8.3,15,0,120.685306,23.913,36
二林,彰化縣,36,,良好,2.6,0.24,59.7,39.1,51,10,6,7.2,1.2,4.5,5,"2024-10-08 14:00",,0.1,9.2,35,2,120.409653,23.925175,35
線西,彰化縣,33,,良好,1.7,0.28,55.8,36.9,42,9,7.2,9.2,1.9,7.8,23,"2024-10-08 14:00",,0.1,7.8,,1,120.469061,24.131672,34
彰化,彰化縣,30,,良好,0.5,0.17,54.9,32.9,14,3,7.7,9.3,1.6,3.9,18,"2024-10-08 14:00",,0.2,3.2,13,0,120.541519,24.066,33
西屯,臺中市,30,,良好,,,48.2,32.3,,,,,,4.7,8,"2024-10-08 14:00",,0.1,3.9,15,0,120.616917,24.162197,32
忠明,臺中市,27,,良好,0.5,0.22,50,29.2,13,3,6.7,8.5,1.8,2.8,18,"2024-10-08 14:00",,0.2,4.2,11,0,120.641092,24.151958,31
大里,臺中市,26,,良好,,,47.1,28.4,,,,,,3.2,1,"2024-10-08 14:00",,0.2,7.5,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,33,,良好,1,0.19,53.4,36.7,12,3,4.5,5.7,1.1,5.8,137,"2024-10-08 14:00",,0.1,5.5,14,0,120.568794,24.225628,29
豐原,臺中市,24,,良好,1.6,0.19,45,26.3,3,0,2.7,3.8,1.1,3.2,8,"2024-10-08 14:00",,0.1,0.8,6,0,120.74252414,24.25699731,28
三義,苗栗縣,29,,良好,1,0.19,44.7,31.4,8,1,4.9,6.7,1.8,5.2,15,"2024-10-08 14:00",,0.1,2.2,5,0,120.75956754,24.38248443,27
苗栗,苗栗縣,33,,良好,1.5,0.19,49.2,36.1,20,9,5.1,6.8,1.7,4.8,15,"2024-10-08 14:00",,0.1,6.1,11,1,120.82011468,24.56499183,26
頭份,苗栗縣,36,,良好,0.8,0.21,45.5,39.2,13,5,8.7,11.2,2.4,1.8,39,"2024-10-08 14:00",,0.2,5.4,8,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.3,0.22,48.5,41.4,9,2,6.9,7.9,1,3.1,45,"2024-10-08 14:00",,0.2,0.8,5,1,120.97236752,24.8056356,24
竹東,新竹縣,35,,良好,0,0.16,46.6,38.5,5,2,3.3,4.3,0.9,3.3,36,"2024-10-08 14:00",,0.1,1.3,2,0,121.08895493,24.74091408,23
湖口,新竹縣,41,,良好,0.6,0.17,50.8,44.6,10,7,3.8,4.6,0.8,4.9,48,"2024-10-08 14:00",,0.1,3.8,8,0,121.03886894,24.90009696,22
龍潭,桃園市,33,,良好,1.1,0.23,44.5,37.0,11,4,7.2,8.4,1.2,4,69,"2024-10-08 14:00",,0.2,2.8,8,0,121.21645772,24.86400048,21
平鎮,桃園市,30,,良好,,,43.9,32.4,0,,,,,3.1,50,"2024-10-08 14:00",,0.3,3.6,7,0,121.203986,24.952786,20
觀音,桃園市,44,,良好,0.8,0.14,51.7,48.2,26,6,4.6,5.1,0.5,7.1,61,"2024-10-08 14:00",,0.1,5.7,15,0,121.08283092,25.03556747,19
大園,桃園市,43,,良好,0.9,0.17,52.3,46.8,16,7,5.5,6.9,1.3,7.2,33,"2024-10-08 14:00",,0.1,4.7,13,0,121.20251473,25.06100357,18
桃園,桃園市,30,,良好,0.2,0.3,38.5,32.4,1,0,13.7,15.4,1.6,1.2,65,"2024-10-08 14:00",,0.3,0.5,4,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,0.9,0.73,19.1,14.2,26,18,33.9,55.3,21.3,-,-,"2024-10-08 14:00",,1,13.8,21,0,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.6,0.22,41.2,33.5,14,3,14.5,16.3,1.7,1.6,22,"2024-10-08 14:00",,0.2,4,9,0,121.578611,25.05,15
古亭,臺北市,40,,良好,0.5,0.27,30.4,29.1,20,9,24.6,32.5,7.8,0.8,63,"2024-10-08 14:00",,0.2,6.5,11,0,121.529556,25.020608,14
